"","ID","round","home_team_name","away_team_name","home_team_score","away_team_score","date","home_team_id","away_team_id","home_team_points","away_team_points"
"355",347,36,"Corinthians","Athletico-PR",1,0,2021-11-28,9,2,3,0
"356",354,36,"Cuiaba","Palmeiras",1,3,2021-11-30,10,17,0,3
"357",353,36,"Flamengo","Ceara",2,1,2021-11-30,11,7,3,0
"358",360,36,"Fortaleza","Juventude",1,0,2021-12-03,13,16,3,0
"359",349,36,"Internacional","Santos",1,1,2021-11-28,15,18,1,1
"360",346,36,"Sao Paulo","Sport",2,0,2021-11-27,19,20,3,0
"361",366,37,"Athletico-PR","Palmeiras",0,0,2021-12-06,2,17,1,1
"362",363,37,"Atletico-MG","Bragantino",4,3,2021-12-05,4,6,3,0
"363",361,37,"Bahia","Fluminense",2,0,2021-12-05,5,12,3,0
"364",364,37,"Ceara","America-MG",0,0,2021-12-05,7,1,1,1
"365",370,37,"Chapecoense","Sport",0,1,2021-12-06,8,20,0,3
"366",362,37,"Corinthians","Gremio",1,1,2021-12-05,9,14,1,1
"367",367,37,"Cuiaba","Fortaleza",1,0,2021-12-06,10,13,3,0
"368",369,37,"Flamengo","Santos",0,1,2021-12-06,11,18,0,3
"369",368,37,"Internacional","Atletico-GO",1,2,2021-12-06,15,3,0,3
"370",365,37,"Sao Paulo","Juventude",3,1,2021-12-06,19,16,3,0
"371",375,38,"America-MG","Sao Paulo",2,0,2021-12-09,1,19,3,0
"372",372,38,"Atletico-GO","Flamengo",2,0,2021-12-09,3,11,3,0
"373",376,38,"Bragantino","Internacional",1,0,2021-12-09,6,15,3,0
"374",374,38,"Fluminense","Chapecoense",3,0,2021-12-09,12,8,3,0
"375",371,38,"Fortaleza","Bahia",2,1,2021-12-09,13,5,3,0
"376",379,38,"Gremio","Atletico-MG",4,3,2021-12-09,14,4,3,0
"377",378,38,"Juventude","Corinthians",1,0,2021-12-09,16,9,3,0
"378",373,38,"Palmeiras","Ceara",1,0,2021-12-09,17,7,3,0
"379",380,38,"Santos","Cuiaba",1,1,2021-12-09,18,10,1,1
"380",377,38,"Sport","Athletico-PR",1,1,2021-12-09,20,2,1,1
