"","ID","round","home_team_name","away_team_name","home_team_score","away_team_score","date","home_team_id","away_team_id","home_team_points","away_team_points"
"354",351,36,"Flamengo","Corinthians",2,1,2021-02-14,10,8,3,0
"355",348,36,"Goias","Botafogo-RJ",2,0,2021-02-13,13,5,3,0
"356",355,36,"Gremio","Sao Paulo",1,2,2021-02-14,14,18,0,3
"357",354,36,"Palmeiras","Fortaleza",3,0,2021-02-14,16,12,3,0
"358",350,36,"Santos","Coritiba",2,0,2021-02-13,17,9,3,0
"359",357,36,"Sport","Bragantino",0,0,2021-02-15,19,6,1,1
"360",352,36,"Vasco","Internacional",0,2,2021-02-14,20,15,0,3
"361",370,37,"Botafogo-RJ","Sao Paulo",1,0,2021-02-22,5,18,3,0
"362",364,37,"Corinthians","Vasco",0,0,2021-02-21,8,20,1,1
"363",361,37,"Coritiba","Ceara",0,2,2021-02-20,9,7,0,3
"364",365,37,"Flamengo","Internacional",2,1,2021-02-21,10,15,3,0
"365",362,37,"Fortaleza","Bahia",0,4,2021-02-20,12,4,0,3
"366",368,37,"Goias","Bragantino",0,0,2021-02-21,13,6,1,1
"367",367,37,"Gremio","Athletico-PR",1,0,2021-02-21,14,1,3,0
"368",369,37,"Palmeiras","Atletico-GO",1,1,2021-02-22,16,2,1,1
"369",366,37,"Santos","Fluminense",1,1,2021-02-21,17,11,1,1
"370",363,37,"Sport","Atletico-MG",2,3,2021-02-21,19,3,0,3
"371",373,38,"Athletico-PR","Sport",2,0,2021-02-25,1,19,3,0
"372",374,38,"Atletico-GO","Coritiba",3,1,2021-02-25,2,9,3,0
"373",378,38,"Atletico-MG","Palmeiras",2,0,2021-02-25,3,16,3,0
"374",372,38,"Bahia","Santos",2,0,2021-02-25,4,17,3,0
"375",371,38,"Bragantino","Gremio",1,0,2021-02-25,6,14,3,0
"376",376,38,"Ceara","Botafogo-RJ",2,1,2021-02-25,7,5,3,0
"377",380,38,"Fluminense","Fortaleza",2,0,2021-02-25,11,12,3,0
"378",375,38,"Internacional","Corinthians",0,0,2021-02-25,15,8,1,1
"379",377,38,"Sao Paulo","Flamengo",2,1,2021-02-25,18,10,3,0
"380",379,38,"Vasco","Goias",3,2,2021-02-25,20,13,3,0
